id,section_id,days,times,locations,instructors,term,title,number,code,name
3037,236419200,{MW},{2pm-3:15pm},"{""Public Affairs Building 1278""}","{""Guedon, C.""}",20W,Studies in 19th-Century French Culture and Literature,119,FRNCH,French
301,712304201,{T},{3pm-5:50pm},"{""Dodd Hall 325""}","{""Herman, B.""}",20W,History of Ethics: Modern: Thinking about Imperfect Duties,C245,PHILOS,Philosophy
2063,514607203,{M},{10am-11:50am},"{""Perloff Hall 1220""}","{""Feghali, Y.""}",20W,Research Studio,403B,ARCH&UD,Architecture and Urban Design
1280,660712203,"{""Not scheduled""}","{""""}","{""""}","{""Gabriel, S.A.""}",20W,"Global Immersion: Two-Quarter Plan: Start-up Nation: Entrepreneurship, Innovation, and Sustainability in Israel",458A,MGMT,Management
2008,145876207,{Varies},"{""""}","{""""}","{""Sun, R.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
2990,712505200,{T},{3pm-5:50pm},"{""Dodd Hall 399""}","{""Rescorla, M.A.""}",20W,Seminar: Philosophy of Mind: Modes of Presentation,281,PHILOS,Philosophy
158,583320201,{T},{8am-11:50am},"{""Moore Hall 3030""}","{""Seltzer, M.H.""}",20W,Reflection on Methods in Social Sciences,243,EDUC,Education
3624,356703200,{Varies},"{""""}","{""""}","{""Burke, J.A.""}",20W,Project in Stage Management,174C,THEATER,Theater
2247835,328878209,{Varies},"{""""}","{""""}","{""Chen, X.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
3040,173210200,"{R,R}","{2pm-3:20pm,2pm-3:20pm}","{""Kaufman Hall 101"",""Kaufman Hall 200""}","{""Holguin, G."",""Strong, T.B.""}",20W,Production Practicum,70,DANCE,Dance
3327,840489203,{UFS},{8:30am-3:30pm},"{""Public Health, School of""}","{""Rothman, E.F.""}",20W,Capstone Seminar: Health Promotion and Education,281B,COM HLT,Community Health Sciences
1362,583591200,{W},{12pm-1:50pm},"{""Moore Hall 2016""}","{""Seltzer, M.H.""}",20W,Research Practicum: Education,299C,EDUC,Education
3346800,207271201,{Varies},"{""""}","{""""}","{""Gillespie, T.W.""}",20W,Honors Contracts,89HC,GEOG,Geography
1319,702657205,{W},{8am-11:50am},"{""Factor Health Sciences Building A660A""}","{""Samuel-Nakamura, C""}",20W,Family Nurse Practitioner Practicum I,429A,NURSING,Nursing
517,263060200,{MWF},{1pm-1:50pm},"{""Physics and Astronomy Building 1425""}","{""Tsiang, M.""}",20W,Introduction to Statistical Programming with R,20,STATS,Statistics
2810560,027829201,{Varies},"{""""}","{""""}","{""Clark, I.E.""}",20W,Individual Studies for USIE Facilitators,188SB,BMD RES,Biomedical Research
5152,728306221,{Varies},"{""""}","{""""}","{""Montoya, A.K.""}",20W,Research Methods,251A,PSYCH,Psychology
2641230,180840202,{T},{4pm-4:50pm},"{""Bunche Hall 2156""}","{""Matzkin, R.L.""}",20W,Honors Research in Economics I,198A,ECON,Economics
288,719067203,{TR},{9:30am-10:45am},"{""Bunche Hall 1221A""}","{""Small, L.A.""}",20W,Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare II,211B,SOC WLF,Social Welfare
4234,621040201,{W},{2pm-4:50pm},"{""Bunche Hall 2121""}","{""Von Glahn, R.""}",20W,Topics in History: China: Ming China and Its World,201L,HIST,History
2269342,328877220,{Varies},"{""""}","{""""}","{""Bjork, R.A.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
2650,702657200,{W},{8am-11:50am},"{""Factor Health Sciences Building 5636""}","{""Rice, D.A.""}",20W,Family Nurse Practitioner Practicum I,429A,NURSING,Nursing
1219,439492200,{TR},{4pm-5:50pm},"{""Boelter Hall 5249""}","{""Lorenzelli, F.""}",20W,Introduction to Communication Systems,132A,EC ENGR,Electrical and Computer Engineering
1908,547568207,{Varies},"{""""}","{""""}","{""Hoek, E.M.""}",20W,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
3524,439791200,{TR},{4pm-5:50pm},"{""Boelter Hall 5280""}","{""Mehta, A.M.""}",20W,Design of Robotic Systems I,183DA,EC ENGR,Electrical and Computer Engineering
2844,717024200,"{MW,T,R}","{10am-11:50am,2pm-2:50pm,4pm-4:50pm}","{""Public Affairs Building 1234"",""Public Affairs Building 2343"",""Bunche Hall 3157""}","{""Weisburst, E.K."",""Danly, J.""}",20W,Principles of Microeconomic Theory II,204,PUB PLC,Public Policy
1225,747015200,{M},{3pm-5:50pm},"{""Haines Hall 279""}","{""Emigh, R.J."",""Liu, K.""}",20W,Theory and Research in Sociology,202B,SOCIOL,Sociology
852,436057200,{T},{10am-10:50am},"{""Bunche Hall 3157""}","{""Morris, M.B.""}",20W,"UCLA Centennial Initiative: Dr. Evelyn Hooker, Mattachine Society, and Homosexuality Depathologized",19,LGBTQS,"Lesbian, Gay, Bisexual, Transgender, and Queer Studies"
344,438720200,{MW},{3:30pm-4:45pm},"{""Royce Hall 362""}","{""Huppin, M.A.""}",20W,Legal Communication,170,COMM,Communication
749,408002200,{T},{3:30pm-4:50pm},"{""""}","{""Gentile, S.I.""}",20W,Classroom Practices in Elementary School Science,1SL,SCI EDU,Science Education
5277,583590204,{T},{12pm-3:50pm},"{""Moore Hall 2016""}","{""Omwami, E.S.""}",20W,Research Practicum: Education: Clinic 4  ,299B,EDUC,Education
2619,702677200,{W},{1pm-3:50pm},"{""Factor Health Sciences Building 4145""}","{""Mcgrath, N.E."",""Spruill, M.J.""}",20W,Primary Care Pediatric Nurse Practitioner Clinical Practicum I,438A,NURSING,Nursing
2762,186286230,{R},{3pm-5:50pm},"{""Boelter Hall 2808""}","{""Schmidt, J.J.""}",20W,Introduction to Engineering Design: AI City,96A,ENGR,Engineering
4051,660547211,{W},{1pm-3:50pm},"{""Entrepreneurs Hall C303""}","{""Chen, M.K.""}",20W,"Special Topics in Management: Behavioral Economics: Individuals, Organizations, and Markets",298D,MGMT,Management
997,431552200,{Varies},"{""""}","{""""}","{""Allakhverdyan, B.V""}",20W,Advanced Instrumental Studio: Clarinet,160D,MUSC,Music
3530489,381876208,{Varies},"{""""}","{""""}","{""Fox, M.M.""}",20W,Research Apprenticeship in Society and Genetics,196,SOC GEN,Society and Genetics
4102,728306211,{Varies},"{""""}","{""""}","{""Johnson, K.""}",20W,Research Methods,251A,PSYCH,Psychology
664,718011200,{TR},{10am-11:50am},"{""Physics and Astronomy Building 2434""}","{""Musumeci, P.""}",20W,Electromagnetic Theory,210A,PHYSICS,Physics
3343,267008200,{TR},{11am-12:15pm},"{""Royce Hall 164""}","{""Ju, H.""}",20W,Elementary Korean for Korean-Heritage Speakers,2A,KOREA,Korean
5390,831787200,{Varies},"{""""}","{""""}","{""Cross, T.J.""}",20W,Master Class in Conducting,475,MUSC,Music
1754,379007200,{TR},{12:30pm-1:45pm},"{""Broad Art Center 2100A""}","{""Nguyen, T.B.""}",20W,Introductory Vietnamese for Heritage Learners,2A,VIETMSE,Vietnamese
1649,269151200,{TR},{11am-12:15pm},"{""Kinsey Science Teaching Pavilion 1200B""}","{""Lee, P.""}",20W,"Stem Cell Biology, Politics, and Ethics: Teasing Apart Issues",50,MCD BIO,"Molecular, Cell, and Developmental Biology"
3954,831645200,{Varies},"{""""}","{""""}","{""Bouriakov, D.""}",20W,Graduate Instrumental Studio: Flute,460A,MUSC,Music
3998,728577229,{F},{9am-10:50am},"{""Franz Hall 2227""}","{""Chung, A.S.""}",20W,Research Topics in Psychology,296A,PSYCH,Psychology
2492412,269889217,{Varies},"{""""}","{""""}","{""Quinlan, M.E.""}",20W,"Honors Research in Molecular, Cell, and Developmental Biology",198B,MCD BIO,"Molecular, Cell, and Developmental Biology"
2819,142140200,{MWF},{10am-10:50am},"{""Young Hall CS76""}","{""Scerri, E.R.""}",20W,Chemical Structure,20A,CHEM,Chemistry and Biochemistry
1584,379006200,{TR},{11am-12:15pm},"{""Dodd Hall 161""}","{""Bui, C.V.""}",20W,Introductory Vietnamese,2,VIETMSE,Vietnamese
4642,431090201,{Varies},"{""""}","{""""}","{""Jang, Y.""}",20W,Instrumental Studio: Flute,60A,MUSC,Music
2163,324427200,{MW},{5pm-6:15pm},"{""Royce Hall 362""}","{""Chatterjee, S.""}",20W,Studies in Formulation of American Foreign Policy: Lecture 1  ,121A,POL SCI,Political Science
3218,725114201,{T},{9am-11:50am},"{""Public Affairs Building 4320B""}","{""Armenta, A.""}",20W,Special Topics in Built Environment: Cities and Immigration,219,URBN PL,Urban Planning
950,580377201,{MW},{9:30am-10:45am},"{""Bunche Hall 9294""}","{""Goncalves, F.M.""}",20W,Labor Economics II,261B,ECON,Economics
477,328304201,"{TR,F}","{2pm-3:15pm,2pm-2:50pm}","{""Franz Hall 1178"",""Young Hall CS76""}","{""Stigler, J.W."",""Fries, L.C."",""Tucker, M.C.""}",20W,Psychological Statistics,100A,PSYCH,Psychology
5193,583240202,{MW},{2pm-3:50pm},"{""Moore Hall 2120""}","{""Hansen, M.P.""}",20W,Linear Statistical Models in Social Science Research: Multiple Regression Analysis,230B,EDUC,Education
3023,439382200,{TR},{10am-10:50am},"{""Engineering IV 44110""}","{""Briggs, D.M.""}",20W,Digital Signal Processing Design,113DA,EC ENGR,Electrical and Computer Engineering
1654,717591204,{M},{9am-11:50am},"{""Rolfe Hall 3108""}","{""Yin, W.E.""}",20W,Applied Policy Project II,298B,PUB PLC,Public Policy
4645,831801200,{W},{7pm-9:50pm},"{""Schoenberg Music Building 1343""}","{""Anderson, D.P."",""Bastos Do Nascimen"",""Mallampalli, D.""}",20W,Symphony Orchestra,C480D,MUSC,Music
3500,719518206,"{""Not scheduled""}","{""""}","{""""}","{""Santos Trinidad, C""}",20W,Research Internship,286C,SOC WLF,Social Welfare
4812,111865200,{W},{5pm-6:50pm},"{""Haines Hall 350""}","{""Fessler, D.""}",20W,Research Group Seminars: Anthropology,194,ANTHRO,Anthropology
4538,114426200,{TR},{9am-12:50pm},"{""Perloff Hall 1224""}","{""Lai, Y."",""Holloway, H."",""Pogas, G.""}",20W,Studio I,121,ARCH&UD,Architecture and Urban Design
819,236042200,{MWF},{11am-11:50am},"{""Bunche Hall 2160""}","{""Helou, A.N.""}",20W,Introduction to French Culture and Civilization in English,14,FRNCH,French
2856,406366200,{TR},{11am-12:15pm},"{""Bunche Hall 3211""}","{""Burke, K.S.""}",20W,Introduction to Islamic Archaeology,M111,M E STD,Middle Eastern Studies
166,238002100,{M},{10am-10:50am},"{""Melnitz Hall 1410A""}","{""Mcdonald, W.C.""}",20W,Freshman Symposium,1B,FILM TV,Film and Television
3189,756737200,{Varies},"{""""}","{""""}","{""Karvonides, C.""}",20W,Advanced Projects in Design and Production,474,THEATER,Theater
4206,587581229,"{""Not scheduled""}","{""""}","{""""}","{""Nowatzki, A.J.""}",20W,Research Seminar: Computer Science,298,COM SCI,Computer Science
2241259,298894206,{Varies},"{""""}","{""""}","{""Jeste, S.S.""}",20W,Directed Research in Neuroscience,199B,NEUROSC,Neuroscience
4872,269861224,"{""Not scheduled""}","{""""}","{""""}","{""Nakano, A.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
2964,262211210,{MWF},{10am-10:50am},"{""Bunche Hall 1209B""}","{""Lee, S.""}",20W,Calculus of Several Variables,32B,MATH,Mathematics
5334,805031200,{M},{2pm-4:50pm},"{""Rolfe Hall 3120""}","{""Guzman, J.J.""}",20W,Subfields in Gender Studies: Psychoanalysis and Minoritarian Knowledge,205,GENDER,Gender Studies
3012,236015202,"{MWF,Varies}","{12pm-12:50pm,""""}","{""Royce Hall 152"",""""}","{""Duval, E.""}",20W,Intermediate French,5,FRNCH,French
2269424,328877221,{Varies},"{""""}","{""""}","{""Adelman, H.S.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
1984,252862204,{F},{3pm-5:50pm},"{""Mathematical Sciences 3915D""}","{""Shevtsov, Y."",""Casas Goncalves, G""}",20W,Methods and Application of Collaborative Learning Theory in  Life Sciences,192C,LIFESCI,Life Sciences
4613,144543200,{TR},{12pm-1:50pm},"{""Public Affairs Building 2238""}","{""Pons, M.C.""}",20W,Chicana and Latin American Women's Narrative,C141,CHICANO,Chicana and Chicano Studies
1803,022894233,{Varies},"{""""}","{""""}","{""Dutton, G.E.""}",20W,Directed Individual Research in Global Studies,199A,GLBL ST,Global Studies
2434790,298894211,{Varies},"{""""}","{""""}","{""Aharoni, D.B.""}",20W,Directed Research in Neuroscience,199B,NEUROSC,Neuroscience
1734,747569203,"{""Not scheduled""}","{""""}","{""""}","{""Sweeney, M.M."",""Collett, J.L.""}",20W,Working Group in Sociology,295,SOCIOL,Sociology
3253,196113209,{TR},{6pm-7:50pm},"{""Haines Hall A20""}","{""Diamond, A.G."",""Goyal, Y.""}",20W,Critical Reading and Writing,4W,ENGL,English
2003,431230201,{Varies},"{""""}","{""""}","{""Manouelian, V.H.""}",20W,Instrumental Studio: Violin,60K,MUSC,Music
3088962,269895213,{Varies},"{""""}","{""""}","{""Coller, H.A.""}",20W,"Directed Research in Molecular, Cell, and Developmental Biology",199A,MCD BIO,"Molecular, Cell, and Developmental Biology"
4813,526395200,{R},{3:30pm-4:20pm},"{""Mathematical Sciences 7124""}","{""Chen, G.""}",20W,Seminar: Atmospheric Dynamics,271,A&O SCI,Atmospheric and Oceanic Sciences
1350,356438201,{TR},{12pm-1:20pm},"{""Macgowan Hall East 102""}","{""Wagar, P.M.""}",20W,Intermediate Voice and Speech: Vocal Energy in Classical Text,124A,THEATER,Theater
1348,207345200,{M},{5pm-7:50pm},"{""Haines Hall A18""}","{""Macdonald, G.M."",""Doughty, C.L."",""George, J.R.""}",20W,World Vegetation,108,GEOG,Geography
3814,262503210,{MWF},{2pm-2:50pm},"{""Geology Building 6704""}","{""Wink, M.""}",20W,Linear and Nonlinear Systems of Differential Equations,134,MATH,Mathematics
1661,142142220,{R},{9am-9:50am},"{""Young Hall CS50""}","{""Pang, J.W.""}",20W,General Chemistry Laboratory,20L,CHEM,Chemistry and Biochemistry
1567,028897201,{Varies},"{""""}","{""""}","{""Marks, V.E.""}",20W,Senior Project in Disability Studies,199C,DIS STD,Disability Studies
1472,662184200,{MWF},{3pm-3:50pm},"{""Mathematical Sciences 5117""}","{""Porter, M.A.""}",20W,Dynamical Systems,238B,MATH,Mathematics
1462,269603200,{TR},{11am-12:15pm},"{""La Kretz Hall 101""}","{""Hirsch, A.M.""}",20W,Research Immersion Laboratory in Plant-Microbe Ecology,150AL,MCD BIO,"Molecular, Cell, and Developmental Biology"
2833,238615200,"{M,M,M}","{2:30pm-5:20pm,2:30pm-5:20pm,2:30pm-5:20pm}","{""Melnitz Hall 1410A"",""Melnitz Hall A405"",""Melnitz Hall 2536""}","{""Marin, E."",""Wisniewski, T.C.""}",20W,Digital Audio Postproduction,C152C,FILM TV,Film and Television
2794,542388200,"{""Not scheduled""}","{""""}","{""""}","{""Bowie, J.U.""}",20W,Seminar: Research in Biochemistry--Analysis of Protein Structure,256P,CHEM,Chemistry and Biochemistry
2332,196811204,{M},{12pm-2:50pm},"{""Renee and David Kaplan Hall A56""}","{""Mott, C.M.""}",20W,Capstone Seminar: English: Pornography and Politics of Sexual Representation,184,ENGL,English
498,621011200,{W},{2pm-4:50pm},"{""Bunche Hall 2150""}","{""Gelvin, J.L.""}",20W,Advanced Historiography: Near East: Historiography of Modern Middle East,200J,HIST,History
1594,526024200,{TR},{12:30pm-1:45pm},"{""Mathematical Sciences 7121""}","{""Bortnik, J.""}",20W,Introduction to Solar System Plasmas,C205A,A&O SCI,Atmospheric and Oceanic Sciences
4634,349720200,{TR},{4pm-5:50pm},"{""Public Affairs Building 1264""}","{""Marturano, J.""}",20W,"Topics in Media, Interdisciplinary, and Transhistorical Studies: Photography and Latin American Culture",170,SPAN,Spanish
2641,237027200,{MTWR},{1pm-1:50pm},"{""Dodd Hall 154""}","{""Spano, O.""}",20W,Intermediate Italian,6,ITALIAN,Italian
1492,544324200,{W},{9am-11:50am},"{""Renee and David Kaplan Hall A60""}","{""Espino, V.R.""}",20W,"Los Angeles: History, Space, and Culture",254,CHICANO,Chicana and Chicano Studies
5232,662435200,{MWF},{10am-10:50am},"{""Young Hall 4216""}","{""Anderson, C.R.""}",20W,Programming++ for Mathematics Graduate Students,280,MATH,Mathematics
1832,180364200,{TR},{2pm-3:15pm},"{""Broad Art Center 2160E""}","{""Baqaee, D.R.""}",20W,Macroeconomic Theory,102,ECON,Economics
354,662541200,{F},{4pm-4:50pm},"{""Mathematical Sciences 6627""}","{""Khare, C.""}",20W,Participating Seminar: Current Literature in Number Theory,290B,MATH,Mathematics
556,443750201,{T},{3pm-4:50pm},"{""Schoenberg Music Building 1439""}","{""Weir, M.A.""}",20W,Jazz Combo,175,GJ STDS,Global Jazz Studies
1246,430019207,"{M,W}","{3pm-4:50pm,3pm-4:50pm}","{""Schoenberg Music Building B431"",""Schoenberg Music Building B425""}","{""Beken, M.N."",""Bayot, D.""}",20W,Introduction to Musicianship,M6B,ETHNMUS,Ethnomusicology
2589,809151200,{MW},{1pm-2:50pm},"{""Public Health, School of 61269""}","{""Needleman, J."",""Godwin, J.R.""}",20W,Health Services Research Design,225B,HLT POL,Health Policy and Management
160,111799200,{TR},{12:30pm-1:45pm},"{""Fowler Museum at UCLA A139""}","{""Kroskrity, P.V.""}",20W,Native American Languages and Their Speakers,155,ANTHRO,Anthropology
3180,184057200,{T},{1pm-1:50pm},"{""Haines Hall A28""}","{""Tripati, A.K.""}",20W,UCLA Centennial Initiative: Women and Minorities in Geosciences at UCLA,19,ENVIRON,Environment
2568,328877206,{Varies},"{""""}","{""""}","{""Morrison, C.L.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
2809,121327200,{W},{11am-1:50pm},"{""Bunche Hall 3153""}","{""Wang, L.S.""}",20W,"Gender Violence, Policing, and Law",109,ASIA AM,Asian American Studies
2257438,269888203,{Varies},"{""""}","{""""}","{""Kornblum, H.I.""}",20W,"Honors Research in Molecular, Cell, and Developmental Biology",198A,MCD BIO,"Molecular, Cell, and Developmental Biology"
2656457,328877230,{Varies},"{""""}","{""""}","{""Yee-Bradbury, C.M.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
3193,432019203,"{F,M}","{9am-10:50am,9am-10:50am}","{""Schoenberg Music Building B431"",""Schoenberg Music Building B425""}","{""Beken, M.N."",""Yuan, Y.""}",20W,Introduction to Musicianship,M6B,MUSCLG,Musicology
2124851,328878205,{Varies},"{""""}","{""""}","{""Lieberman, M.D.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
479,207755200,{TR},{5pm-6:15pm},"{""Bunche Hall A163""}","{""Bell, S.A.""}",20W,Brazil,182B,GEOG,Geography
2511,252860201,{T},{4pm-5:50pm},"{""Young Hall CS76""}","{""Shaked, S."",""Shevtsov, Y.""}",20W,Introduction to Collaborative Learning Theory and Practice,192A,LIFESCI,Life Sciences
3269,663576202,"{""Not scheduled""}","{""To be arranged""}","{""""}","{""Zhou, Q.""}",20W,Participating Seminar: Statistics,296,STATS,Statistics
5114,262629200,{MWF},{12pm-12:50pm},"{""Mathematical Sciences 5118""}","{""Salazar, R.""}",20W,Optimization,164,MATH,Mathematics
1459,262762200,{MWF},{3pm-3:50pm},"{""Mathematical Sciences 5200""}","{""Blasius, D.M.""}",20W,Theory of Interest and Applications,177,MATH,Mathematics
3887,587313200,{MW},{10am-11:50am},"{""Boelter Hall 5272""}","{""Ercegovac, M.D.""}",20W,Arithmetic Algorithms and Processors,252A,COM SCI,Computer Science
249,128812200,{TR},{11am-12:15pm},"{""Mathematical Sciences 4000A""}","{""Mc Craney, W.T.""}",20W,Evolutionary Medicine,185,EE BIOL,Ecology and Evolutionary Biology
1985,533024200,{TR},{10am-11:50am},"{""Life Sciences 5236""}","{""Lange, K.L."",""Sehl, M.E.""}",20W,Stochastic Models in Biology,M203,BIOMATH,Biomathematics
5448,142042220,{MWF},{3pm-3:50pm},"{""Young Hall CS50""}","{""Scerri, E.R.""}",20W,General Chemistry for Life Scientists I,14A,CHEM,Chemistry and Biochemistry
3944,412045201,{W},{10am-11:50am},"{""Powell Library Building 307""}","{""Adams, H.A.""}",20W,Collaborative Learning Workshops for Humanities and Social Sciences Majors,15A,UNIV ST,University Studies
723,728424200,{R},{8am-9:15am},"{""Franz Hall 2220""}","{""Yee-Bradbury, C.M."",""Reed, A.C.""}",20W,Clinical Research Laboratory,271E,PSYCH,Psychology
721,702175203,{T},{9am-11:50am},"{""700 Westwood Plaza A214""}","{""Lazar, J."",""Stuber, M.L.""}",20W,System-Based Healthcare II,229B,NURSING,Nursing
1643,565616202,{M},{7:10pm-10pm},"{""Gold Hall B301""}","{""Longstaff, F.A.""}",20W,Fixed-Income Markets,408,MGMTMFE,Management-Master of Financial Engineering
