subject_area,subj_code,title,number,section_ids
Chemistry and Biochemistry,CHEM,Physical Chemistry: Molecular Spectroscopy,C213B,{1062}
Chemistry and Biochemistry,CHEM,Physical Chemistry of Biological Macromolecules,257,{3060}
"Earth, Planetary, and Space Sciences",EPS SCI,Physical Geochemistry,C106,{5883700}
"Earth, Planetary, and Space Sciences",EPS SCI,Physical Geochemistry,C206,{5878816}
Materials Science and Engineering,MAT SCI,Physical Measurement in Materials Engineering,90L,"{5878971,2656,5878996}"
Theater,THEATER,Physical Systems of Acting: Foundations,115A,{10589434}
Physics,PHYSICS,Physics,10,{5884070}
Physics and Biology in Medicine,PBMED,Physics and Chemistry of Nuclear Medicine,200A,{1151}
Bioengineering,BIOENGR,Physics and Informatics of Medical Imaging,224A,{148}
Electrical and Computer Engineering,EC ENGR,Physics for Electrical Engineers,2,{5887663}
